name,carrier,type,p_nom,bus,marginal_cost,ramp_limit_up,ramp_limit_down,p_max_pu,control,p_nom_extendable,build_year,efficiency,min_up_time,min_down_time,up_time_before,down_time_before,p_nom_opt
Keadby CCS Gas,CCS Gas,CCS Gas,82.321594,Keadby,100.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,82.321594
Medway CCS Gas,CCS Gas,CCS Gas,84.56164,Kemsley,100.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,84.56164
Saltend* CCS Gas,CCS Gas,CCS Gas,134.4026,Keadby,100.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,134.4026
Cottam Development Centre CCS Gas,CCS Gas,CCS Gas,49.840965,Keadby,100.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,49.840965
Enfield CCS Gas,CCS Gas,CCS Gas,45.696884,London,100.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,45.696884
Grain CHP* CCS Gas,CCS Gas,CCS Gas,169.90729,Kemsley,100.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,169.90729
VPI Immingham* CCS Gas,CCS Gas,CCS Gas,140.22672,Keadby,100.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,140.22672
Connahs Quay CCS Gas,CCS Gas,CCS Gas,154.56299,Deeside,100.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,154.56299
Aberthaw Power Station Biomass,Biomass (co-firing),Biomass (co-firing),8.75,Melksham,44.0,1.0,1.0,0.73,PQ,False,0,1.0,0,0,1,0,8.75
Drax Biomass Power Station - Unit 1,Biomass (co-firing),Biomass (co-firing),161.25,Thornton/Drax/Eggborough,44.0,1.0,1.0,0.73,PQ,False,0,1.0,0,0,1,0,161.25
Thetford Biomass Power Station,Biomass (dedicated),Biomass (dedicated),35.98826432,Walpole,44.0,1.0,1.0,0.73,PQ,False,0,1.0,0,0,1,0,35.98826432
Chilton Energy Plant,Biomass (dedicated),Biomass (dedicated),16.82568202,Stella West,44.0,1.0,1.0,0.73,PQ,False,0,1.0,0,0,1,0,16.82568202
Double H Nurseries Biomass Plant,Biomass (dedicated),Biomass (dedicated),1.402140168,S.W.Penisula,44.0,1.0,1.0,0.73,PQ,False,0,1.0,0,0,1,0,1.402140168
Beckton STW Biodiesel Power Plant,Biomass (dedicated),Biomass (dedicated),7.478080898,London,44.0,1.0,1.0,0.73,PQ,False,0,1.0,0,0,1,0,7.478080898
Buslingthorpe Power Station (Leeds North),Biomass (dedicated),Biomass (dedicated),1.869520225,Thornton/Drax/Eggborough,44.0,1.0,1.0,0.73,PQ,False,0,1.0,0,0,1,0,1.869520225
Invergordon Pellet Mill,Biomass (dedicated),Biomass (dedicated),5.250623375,Beauly,44.0,1.0,1.0,0.73,PQ,False,0,1.0,0,0,1,0,5.250623375
Caledonian Papermill,Biomass (dedicated),Biomass (dedicated),27.30324155,Neilston,44.0,1.0,1.0,0.73,PQ,False,0,1.0,0,0,1,0,27.30324155
Wilton International,Biomass (dedicated),Biomass (dedicated),32.90355595,Stella West,44.0,1.0,1.0,0.73,PQ,False,0,1.0,0,0,1,0,32.90355595
South View Farm,Biomass (dedicated),Biomass (dedicated),1.869520225,Thornton/Drax/Eggborough,44.0,1.0,1.0,0.73,PQ,False,0,1.0,0,0,1,0,1.869520225
Cowie Biomass Facility,Biomass (dedicated),Biomass (dedicated),15.75187013,Denny/Bonnybridge,44.0,1.0,1.0,0.73,PQ,False,0,1.0,0,0,1,0,15.75187013
Thornton Power Station,Biomass (dedicated),Biomass (dedicated),8.412841011,Penwortham,44.0,1.0,1.0,0.73,PQ,False,0,1.0,0,0,1,0,8.412841011
Iggesund Paperboard CHP Plant,Biomass (dedicated),Biomass (dedicated),45.8032455,Harker,44.0,1.0,1.0,0.73,PQ,False,0,1.0,0,0,1,0,45.8032455
Goosey Lodge Industrial Estate,Biomass (dedicated),Biomass (dedicated),14.9561618,Sundon/East Claydon,44.0,1.0,1.0,0.73,PQ,False,0,1.0,0,0,1,0,14.9561618
Western Wood Energy Plant,Biomass (dedicated),Biomass (dedicated),13.08664157,Melksham,44.0,1.0,1.0,0.73,PQ,False,0,1.0,0,0,1,0,13.08664157
Eccleshall Biomass,Biomass (dedicated),Biomass (dedicated),2.430376292,Daines,44.0,1.0,1.0,0.73,PQ,False,0,1.0,0,0,1,0,2.430376292
Westfield Biomass Power Station,Biomass (dedicated),Biomass (dedicated),13.12655844,Denny/Bonnybridge,44.0,1.0,1.0,0.73,PQ,False,0,1.0,0,0,1,0,13.12655844
Derriford Hospital,Biomass (dedicated),Biomass (dedicated),1.402140168,S.W.Penisula,44.0,1.0,1.0,0.73,PQ,False,0,1.0,0,0,1,0,1.402140168
Rampton Hospital Energy Centre,Biomass (dedicated),Biomass (dedicated),1.121712135,Keadby,44.0,1.0,1.0,0.73,PQ,False,0,1.0,0,0,1,0,1.121712135
Elean Business Park Biomass Plant,Biomass (dedicated),Biomass (dedicated),37.39040449,Walpole,44.0,1.0,1.0,0.73,PQ,False,0,1.0,0,0,1,0,37.39040449
Eye Biomass Plant,Biomass (dedicated),Biomass (dedicated),13.36706961,Bramford,44.0,1.0,1.0,0.73,PQ,False,0,1.0,0,0,1,0,13.36706961
King's Yard,Biomass (dedicated),Biomass (dedicated),2.804280337,London,44.0,1.0,1.0,0.73,PQ,False,0,1.0,0,0,1,0,2.804280337
Ridham CHP Plant,Biomass (dedicated),Biomass (dedicated),23.36900281,Kemsley,44.0,1.0,1.0,0.73,PQ,False,0,1.0,0,0,1,0,23.36900281
Margam Green Energy Plant,Biomass (dedicated),Biomass (dedicated),37.39040449,Melksham,44.0,1.0,1.0,0.73,PQ,False,0,1.0,0,0,1,0,37.39040449
Lynemouth Power Station,Biomass (dedicated),Biomass (dedicated),392.5992472,Stella West,44.0,1.0,1.0,0.73,PQ,False,0,1.0,0,0,1,0,392.5992472
Holbrook Community Renewable Energy Centre,Biomass (dedicated),Biomass (dedicated),6.07594073,Th. Marsh/Stocksbridge,44.0,1.0,1.0,0.73,PQ,False,0,1.0,0,0,1,0,6.07594073
Cramlington CHP,Biomass (dedicated),Biomass (dedicated),25.89285511,Stella West,44.0,1.0,1.0,0.73,PQ,False,0,1.0,0,0,1,0,25.89285511
Markley Group (Premiere Kitckens) Biomass,Biomass (dedicated),Biomass (dedicated),1.962996236,Melksham,44.0,1.0,1.0,0.73,PQ,False,0,1.0,0,0,1,0,1.962996236
Heathrow Airport Biomass CHP,Biomass (dedicated),Biomass (dedicated),1.682568202,London,44.0,1.0,1.0,0.73,PQ,False,0,1.0,0,0,1,0,1.682568202
Bentwaters CHP,Biomass (dedicated),Biomass (dedicated),4.299896517,Bramford,44.0,1.0,1.0,0.73,PQ,False,0,1.0,0,0,1,0,4.299896517
SAICA Paper Mill,Biomass (dedicated),Biomass (dedicated),38.88602067,Daines,44.0,1.0,1.0,0.73,PQ,False,0,1.0,0,0,1,0,38.88602067
Eco Composting,Biomass (dedicated),Biomass (dedicated),2.991232359,S.W.Penisula,44.0,1.0,1.0,0.73,PQ,False,0,1.0,0,0,1,0,2.991232359
Rothes Bio-Plant,Biomass (dedicated),Biomass (dedicated),8.716034803,Beauly,44.0,1.0,1.0,0.73,PQ,False,0,1.0,0,0,1,0,8.716034803
Beckton Gas Pressure Reduction Station,Biomass (dedicated),Biomass (dedicated),17.76044213,London,44.0,1.0,1.0,0.73,PQ,False,0,1.0,0,0,1,0,17.76044213
Brigg Renewable Energy Plant (Re-submission),Biomass (dedicated),Biomass (dedicated),37.39040449,Keadby,44.0,1.0,1.0,0.73,PQ,False,0,1.0,0,0,1,0,37.39040449
Tilbury Green Power,Biomass (dedicated),Biomass (dedicated),40.19468483,Kemsley,44.0,1.0,1.0,0.73,PQ,False,0,1.0,0,0,1,0,40.19468483
Markinch Biomass CHP Plant,Biomass (dedicated),Biomass (dedicated),68.25810388,Denny/Bonnybridge,44.0,1.0,1.0,0.73,PQ,False,0,1.0,0,0,1,0,68.25810388
Templeborough Biomass Power Plant- Rotherham,Biomass (dedicated),Biomass (dedicated),39.25992472,Th. Marsh/Stocksbridge,44.0,1.0,1.0,0.73,PQ,False,0,1.0,0,0,1,0,39.25992472
Blackburn Meadows Biomass Plant,Biomass (dedicated),Biomass (dedicated),28.04280337,Th. Marsh/Stocksbridge,44.0,1.0,1.0,0.73,PQ,False,0,1.0,0,0,1,0,28.04280337
Diageo Biomass Energy Project,Biomass (dedicated),Biomass (dedicated),5.775685713,Denny/Bonnybridge,44.0,1.0,1.0,0.73,PQ,False,0,1.0,0,0,1,0,5.775685713
Discovery Park,Biomass (dedicated),Biomass (dedicated),14.9561618,Sellindge,44.0,1.0,1.0,0.73,PQ,False,0,1.0,0,0,1,0,14.9561618
Drax Biomass Power Station - Unit 3,Biomass (dedicated),Biomass (dedicated),602.9202724,Thornton/Drax/Eggborough,44.0,1.0,1.0,0.73,PQ,False,0,1.0,0,0,1,0,602.9202724
King George Dock,Biomass (dedicated),Biomass (dedicated),8.412841011,Keadby,44.0,1.0,1.0,0.73,PQ,False,0,1.0,0,0,1,0,8.412841011
Northampton General Hospital,Biomass (dedicated),Biomass (dedicated),1.776044213,Sundon/East Claydon,44.0,1.0,1.0,0.73,PQ,False,0,1.0,0,0,1,0,1.776044213
Snetterton Biomass Plant,Biomass (dedicated),Biomass (dedicated),41.31639696,Bramford,44.0,1.0,1.0,0.73,PQ,False,0,1.0,0,0,1,0,41.31639696
Speyside Biomass CHP Plant,Biomass (dedicated),Biomass (dedicated),13.12655844,Beauly,44.0,1.0,1.0,0.73,PQ,False,0,1.0,0,0,1,0,13.12655844
Widnes 3MG Biomass/Mersey Bioenergy (CHP) Plant,Biomass (dedicated),Biomass (dedicated),18.69520225,Deeside,44.0,1.0,1.0,0.73,PQ,False,0,1.0,0,0,1,0,18.69520225
Drax Biomass Power Station - Unit 2,Biomass (dedicated),Biomass (dedicated),602.9202724,Thornton/Drax/Eggborough,44.0,1.0,1.0,0.73,PQ,False,0,1.0,0,0,1,0,602.9202724
Stevens Croft,Biomass (dedicated),Biomass (dedicated),47.11190966,Harker,44.0,1.0,1.0,0.73,PQ,False,0,1.0,0,0,1,0,47.11190966
Macphie of Glenbervie,Biomass (dedicated),Biomass (dedicated),1.26014961,Peterhead,44.0,1.0,1.0,0.73,PQ,False,0,1.0,0,0,1,0,1.26014961
Sleaford Renewable Energy Plant,Biomass (dedicated),Biomass (dedicated),37.39040449,Ratcliffe,44.0,1.0,1.0,0.73,PQ,False,0,1.0,0,0,1,0,37.39040449
Sustainable Power and Research Campus,Biomass (dedicated),Biomass (dedicated),6.825810388,Torness,44.0,1.0,1.0,0.73,PQ,False,0,1.0,0,0,1,0,6.825810388
Whitemoor,Biomass (dedicated),Biomass (dedicated),16.82568202,Thornton/Drax/Eggborough,44.0,1.0,1.0,0.73,PQ,False,0,1.0,0,0,1,0,16.82568202
Daventry,Biomass (dedicated),Biomass (dedicated),0.934760112,Sundon/East Claydon,44.0,1.0,1.0,0.73,PQ,False,0,1.0,0,0,1,0,0.934760112
The Sawmill,Biomass (dedicated),Biomass (dedicated),6.356368764,Ratcliffe,44.0,1.0,1.0,0.73,PQ,False,0,1.0,0,0,1,0,6.356368764
Felinfach,Biomass (dedicated),Biomass (dedicated),2.991232359,Deeside,44.0,1.0,1.0,0.73,PQ,False,0,1.0,0,0,1,0,2.991232359
Acharn Forest Killin Biomass Plant,Biomass (dedicated),Biomass (dedicated),5.88069818,Errochty,44.0,1.0,1.0,0.73,PQ,False,0,1.0,0,0,1,0,5.88069818
Hull Biomass Plant (Tansterne power station),Biomass (dedicated),Biomass (dedicated),20.56472247,Keadby,44.0,1.0,1.0,0.73,PQ,False,0,1.0,0,0,1,0,20.56472247
Pulteney Distillery,Biomass (dedicated),Biomass (dedicated),3.675436363,Peterhead,44.0,1.0,1.0,0.73,PQ,False,0,1.0,0,0,1,0,3.675436363
Harbour Road,Biomass (dedicated),Biomass (dedicated),2.730324155,Neilston,44.0,1.0,1.0,0.73,PQ,False,0,1.0,0,0,1,0,2.730324155
Barnsley 1.5,Biomass (dedicated),Biomass (dedicated),8.412841011,Th. Marsh/Stocksbridge,44.0,1.0,1.0,0.73,PQ,False,0,1.0,0,0,1,0,8.412841011
Spalding.1,Biomass (dedicated),Biomass (dedicated),13.55402163,Walpole,44.0,1.0,1.0,0.73,PQ,False,0,1.0,0,0,1,0,13.55402163
Balderton,Biomass (dedicated),Biomass (dedicated),18.97563028,Ratcliffe,44.0,1.0,1.0,0.73,PQ,False,0,1.0,0,0,1,0,18.97563028
Liberty Steel Power Station,Biomass (dedicated),Biomass (dedicated),8.412841011,Melksham,44.0,1.0,1.0,0.73,PQ,False,0,1.0,0,0,1,0,8.412841011
JG Pears' animal rendering facility,Biomass (dedicated),Biomass (dedicated),11.21712135,Keadby,44.0,1.0,1.0,0.73,PQ,False,0,1.0,0,0,1,0,11.21712135
Blazer Fuels,Biomass (dedicated),Biomass (dedicated),2.804280337,Deeside,44.0,1.0,1.0,0.73,PQ,False,0,1.0,0,0,1,0,2.804280337
Loicher Lane,Biomass (dedicated),Biomass (dedicated),7.478080898,Th. Marsh/Stocksbridge,44.0,1.0,1.0,0.73,PQ,False,0,1.0,0,0,1,0,7.478080898
Safran Landing Systems Service,Biomass (dedicated),Biomass (dedicated),3.365136404,Feckenham,44.0,1.0,1.0,0.73,PQ,False,0,1.0,0,0,1,0,3.365136404
ABP Ellesmere Abbatoir,Biomass (dedicated),Biomass (dedicated),1.028236124,Deeside,44.0,1.0,1.0,0.73,PQ,False,0,1.0,0,0,1,0,1.028236124
Alscot,Biomass (dedicated),Biomass (dedicated),1.49561618,Feckenham,44.0,1.0,1.0,0.73,PQ,False,0,1.0,0,0,1,0,1.49561618
Ipswich Hospital Energy Centre,Biomass (dedicated),Biomass (dedicated),2.430376292,Bramford,44.0,1.0,1.0,0.73,PQ,False,0,1.0,0,0,1,0,2.430376292
Drax Biomass Power Station - Unit 4,Biomass (dedicated),Biomass (dedicated),602.9202724,Thornton/Drax/Eggborough,44.0,1.0,1.0,0.73,PQ,False,0,1.0,0,0,1,0,602.9202724
Liberty Steel Dalzell,Biomass (dedicated),Biomass (dedicated),17.85211948,Strathaven,44.0,1.0,1.0,0.73,PQ,False,0,1.0,0,0,1,0,17.85211948
Sutton Bridge CCS Biomass,CCS Biomass,CCS Biomass,60.96843,Walpole,120.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,60.96843
Baglan Bay CCS Biomass,CCS Biomass,CCS Biomass,38.710114,Melksham,120.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,38.710114
Severn Power CCS Biomass,CCS Biomass,CCS Biomass,63.27615,Melksham,120.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,63.27615
Blackburn CCS Biomass,CCS Biomass,CCS Biomass,4.466552,Penwortham,120.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,4.466552
Damhead Creek CCS Biomass,CCS Biomass,CCS Biomass,59.926235,Kemsley,120.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,59.926235
Rye House CCS Biomass,CCS Biomass,CCS Biomass,53.226406,Pelham,120.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,53.226406
Shoreham CCS Biomass,CCS Biomass,CCS Biomass,31.265862,Lovedean,120.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,31.265862
Castleford CCS Biomass,CCS Biomass,CCS Biomass,4.1687813,Thornton/Drax/Eggborough,120.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,4.1687813
Sandbach CCS Biomass,CCS Biomass,CCS Biomass,4.1687813,Daines,120.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,4.1687813
Thornhill CCS Biomass,CCS Biomass,CCS Biomass,3.7221262,Th. Marsh/Stocksbridge,120.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,3.7221262
West Burton CCGT CCS Biomass,CCS Biomass,CCS Biomass,99.15745,Keadby,120.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,99.15745
South Humber Bank CCS Biomass,CCS Biomass,CCS Biomass,101.61405,Keadby,120.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,101.61405
Langage CCS Biomass,CCS Biomass,CCS Biomass,67.37048,S.W.Penisula,120.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,67.37048
Corby CCS Biomass,CCS Biomass,CCS Biomass,30.29811,Ratcliffe,120.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,30.29811
Carrington CCS Biomass,CCS Biomass,CCS Biomass,67.7427,Daines,120.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,67.7427
Fellside CHP* CCS Biomass,CCS Biomass,CCS Biomass,11.538591,Harker,120.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,11.538591
Rocksavage CCS Biomass,CCS Biomass,CCS Biomass,60.298447,Deeside,120.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,60.298447
Coryton CCS Biomass,CCS Biomass,CCS Biomass,59.55402,Kemsley,120.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,59.55402
Spalding CCS Biomass,CCS Biomass,CCS Biomass,70.7204,Walpole,120.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,70.7204
Marchwood CCS Biomass,CCS Biomass,CCS Biomass,66.84939,Lovedean,120.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,66.84939
Didcot B CCS Biomass,CCS Biomass,CCS Biomass,107.941666,Bramley,120.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,107.941666
Great Yarmouth CCS Biomass,CCS Biomass,CCS Biomass,31.265862,Bramford,120.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,31.265862
Little Barford CCS Biomass,CCS Biomass,CCS Biomass,53.821945,Sundon/East Claydon,120.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,53.821945
Pembroke CCS Biomass,CCS Biomass,CCS Biomass,163.69911,Melksham,120.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,163.69911
Staythorpe C CCS Biomass,CCS Biomass,CCS Biomass,131.91216,Ratcliffe,120.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,131.91216
Seabank CCS Biomass,CCS Biomass,CCS Biomass,91.862076,Melksham,120.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,91.862076
Peterhead CCS Biomass,CCS Biomass,CCS Biomass,87.84218,Peterhead,120.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,87.84218
Keadby CCS Biomass,CCS Biomass,CCS Biomass,54.715256,Keadby,120.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,54.715256
Medway CCS Biomass,CCS Biomass,CCS Biomass,56.20411,Kemsley,120.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,56.20411
Saltend* CCS Biomass,CCS Biomass,CCS Biomass,89.33103,Keadby,120.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,89.33103
Cottam Development Centre CCS Biomass,CCS Biomass,CCS Biomass,33.126923,Keadby,120.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,33.126923
Enfield CCS Biomass,CCS Biomass,CCS Biomass,30.372551,London,120.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,30.372551
Grain CHP* CCS Biomass,CCS Biomass,CCS Biomass,112.92931,Kemsley,120.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,112.92931
VPI Immingham* CCS Biomass,CCS Biomass,CCS Biomass,93.20204,Keadby,120.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,93.20204
Connahs Quay CCS Biomass,CCS Biomass,CCS Biomass,102.73069,Deeside,120.0,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,102.73069
Sutton Bridge,Natural Gas,CCGT,147.42,Walpole,,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,147.42
Baglan Bay,Natural Gas,CCGT,93.6,Melksham,,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,93.6
Severn Power,Natural Gas,CCGT,153.0,Melksham,,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,153.0
Blackburn,Natural Gas,CCGT,10.8,Penwortham,,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,10.8
Damhead Creek,Natural Gas,CCGT,144.9,Kemsley,,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,144.9
Rye House,Natural Gas,CCGT,128.7,Pelham,,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,128.7
Shoreham,Natural Gas,CCGT,75.6,Lovedean,,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,75.6
Castleford,Natural Gas,CCGT,10.08,Thornton/Drax/Eggborough,,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,10.08
Sandbach,Natural Gas,CCGT,10.08,Daines,,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,10.08
Thornhill,Natural Gas,CCGT,9.0,Th. Marsh/Stocksbridge,,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,9.0
West Burton CCGT,Natural Gas,CCGT,239.76,Keadby,,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,239.76
South Humber Bank,Natural Gas,CCGT,245.7,Keadby,,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,245.7
Langage,Natural Gas,CCGT,162.9,S.W.Penisula,,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,162.9
Corby,Natural Gas,CCGT,73.26,Ratcliffe,,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,73.26
Carrington,Natural Gas,CCGT,163.8,Daines,,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,163.8
Fellside CHP*,Natural Gas,CCGT,27.9,Harker,,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,27.9
Rocksavage,Natural Gas,CCGT,145.8,Deeside,,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,145.8
Coryton,Natural Gas,CCGT,144.0,Kemsley,,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,144.0
Spalding,Natural Gas,CCGT,171.0,Walpole,,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,171.0
Marchwood,Natural Gas,CCGT,161.64,Lovedean,,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,161.64
Didcot B,Natural Gas,CCGT,261.0,Bramley,,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,261.0
Great Yarmouth,Natural Gas,CCGT,75.6,Bramford,,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,75.6
Little Barford,Natural Gas,CCGT,130.14,Sundon/East Claydon,,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,130.14
Pembroke,Natural Gas,CCGT,395.82,Melksham,,1.0,1.0,1.0,PQ,False,0,1.0,0,0,1,0,395.82
